#SUBMITTED ID	FBID_KEY	CLASSICAL_ALLELES	GENE_MODEL_STATUS	SPECIES	SYMBOL
AOX3	FBgn0038349	AOX3[DG03201] <newline> AOX3[EY01240] <newline> AOX3[d08038] <newline> AOX3[d11170] <newline> AOX3[NP4449] <newline> AOX3[f02542] <newline> AOX3[MI02285]	Current	melanogaster	AOX3
AOX4	FBgn0038350	-	Current	melanogaster	AOX4
AP-1gamma	FBgn0030089	AP-1gamma[MI09857] <newline> AP-1gamma[e04546] <newline> AP-1gamma[5-HA-2064] <newline> AP-1gamma[MI09857-GFSTF.2] <newline> AP-1gamma[D] <newline> AP-1gamma[B]	Current	melanogaster	AP-1gamma
AP-1mu	FBgn0024833	AP-1mu[EP1112] <newline> AP-1mu[EP3436] <newline> AP-1mu[SAE-10] <newline> AP-1mu[SHE-11] <newline> AP-1mu[GS15243]	Current	melanogaster	AP-1mu
AP-1sigma	FBgn0039132	AP-1sigma[c06242] <newline> AP-1sigma[f04944] <newline> AP-1sigma[c06289]	Current	melanogaster	AP-1sigma
AP-2alpha::numb	FBgn0264856	-	Not Applicable	melanogaster	AP-2alpha::numb
AP-2alpha	FBgn0264855	AP-2alpha[SH0460] <newline> AP-2alpha[06694] <newline> AP-2alpha[ear5] <newline> AP-2alpha[ear26] <newline> AP-2alpha[4] <newline> AP-2alpha[3] <newline> AP-2alpha[EP896] <newline> AP-2alpha[ear4] <newline> AP-2alpha[2] <newline> AP-2alpha[EP2519] <newline> AP-2alpha[40-31] <newline> AP-2alpha[Y9] <newline> AP-2alpha[T1] <newline> AP-2alpha[W5] <newline> AP-2alpha[unspecified] <newline> AP-2alpha[MI06502] <newline> AP-2alpha[MI06502-GFSTF.1]	Current	melanogaster	AP-2alpha
AP-2mu	FBgn0263351	AP-2mu[G4842] <newline> AP-2mu[G7085] <newline> AP-2mu[NN20]	Current	melanogaster	AP-2mu
AP-2sigma	FBgn0043012	AP-2sigma[KG02457]	Current	melanogaster	AP-2sigma
APC10	FBgn0034231	APC10[e01070]	Current	melanogaster	APC10
APC4	FBgn0052707	APC4[G1040]	Current	melanogaster	APC4
APC7	FBgn0029879	APC7[EY02849] <newline> APC7[EY11333] <newline> APC7[NP1512] <newline> APC7[1]	Current	melanogaster	APC7
APP-BP1	FBgn0261112	APP-BP1[HP32076] <newline> APP-BP1[HP32137] <newline> APP-BP1[Ex62] <newline> APP-BP1[EY02617] <newline> APP-BP1[LP67] <newline> APP-BP1[Ex183]	Current	melanogaster	APP-BP1
ASPP	FBgn0034606	ASPP[d05779] <newline> ASPP[DG03206] <newline> ASPP[DG16610] <newline> ASPP[d10622] <newline> ASPP[e00703] <newline> ASPP[e02134] <newline> ASPP[e02586] <newline> ASPP[e02901] <newline> ASPP[f00807] <newline> ASPP[f04837] <newline> ASPP[8] <newline> ASPP[MI01905] <newline> ASPP[A346] <newline> ASPP[d] <newline> ASPP[MI01905-GFSTF.0] <newline> ASPP[MI01905-TG4.0]	Current	melanogaster	ASPP
AT76-2A	FBgn0028549	AT76-2A[2A]	Unannotated	melanogaster	AT76-2A
ATP7	FBgn0030343	ATP7[EP308] <newline> ATP7[EY07895] <newline> ATP7[DeltaP17] <newline> ATP7[GS6038] <newline> ATP7[O] <newline> ATP7[B]	Current	melanogaster	ATP7
ATP8B	FBgn0037989	ATP8B[f05203] <newline> ATP8B[1] <newline> ATP8B[2] <newline> ATP8B[3] <newline> ATP8B[4] <newline> ATP8B[MI06979] <newline> ATP8B[ll2] <newline> ATP8B[0415-G4]	Current	melanogaster	ATP8B
ATPCL	FBgn0020236	ATPCL[01466] <newline> ATPCL[DG23402] <newline> ATPCL[EP2329] <newline> ATPCL[c02804] <newline> ATPCL[e01432] <newline> ATPCL[e04264] <newline> ATPCL[k09217] <newline> ATPCL[MB01163] <newline> ATPCL[DG20812] <newline> ATPCL[CB-0549-3] <newline> ATPCL[NP0624] <newline> ATPCL[SH1787] <newline> ATPCL[CB-0831-3]	Current	melanogaster	ATPCL
ATPsynB	FBgn0019644	ATPsynB[EY03793]	Current	melanogaster	ATPsynB
ATPsynCF6	FBgn0016119	ATPsynCF6[f07183] <newline> ATPsynCF6[EY22484]	Current	melanogaster	ATPsynCF6
ATPsynD	FBgn0016120	ATPsynD[EY07185] <newline> ATPsynD[JR92] <newline> ATPsynD[JV115] <newline> ATPsynD[JR238] <newline> ATPsynD[MI01285]	Current	melanogaster	ATPsynD
ATPsynE	FBgn0038224	ATPsynE[c00226] <newline> ATPsynE[CB05150]	Current	melanogaster	ATPsynE
ATPsynF	FBgn0035032	ATPsynF[KG10348]	Current	melanogaster	ATPsynF
ATPsynGL	FBgn0031941	-	Current	melanogaster	ATPsynGL
ATPsynG	FBgn0010612	ATPsynG[06225] <newline> ATPsynG[e02551]	Current	melanogaster	ATPsynG
ATPsynO	FBgn0016691	ATPsynO[B532] <newline> ATPsynO[CPTI003171]	Current	melanogaster	ATPsynO
ATPsynbetaL	FBgn0036568	ATPsynbetaL[e01800] <newline> ATPsynbetaL[Z0797] <newline> ATPsynbetaL[Z1317]	Current	melanogaster	ATPsynbetaL
ATPsynbeta	FBgn0010217	ATPsynbeta[KG07618] <newline> ATPsynbeta[d07402] <newline> ATPsynbeta[CPTI001971] <newline> ATPsynbeta[CPTI000877] <newline> ATPsynbeta[39C-24]	Current	melanogaster	ATPsynbeta
ATPsyndelta	FBgn0028342	ATPsyndelta[G0230] <newline> ATPsyndelta[f04497]	Current	melanogaster	ATPsyndelta
ATPsynepsilonL	FBgn0051477	-	Current	melanogaster	ATPsynepsilonL
ATPsyngamma	FBgn0020235	ATPsyngamma[EY03351]	Current	melanogaster	ATPsyngamma
Aac11	FBgn0027885	Aac11[k06710] <newline> Aac11[k07112]	Current	melanogaster	Aac11
Aatf	FBgn0031851	Aatf[EY13022] <newline> Aatf[e03057] <newline> Aatf[nutmeg-21.3] <newline> Aatf[nutmeg-29.3] <newline> Aatf[A1332]	Current	melanogaster	Aatf
Abd-B::Dfd	FBgn0012299	-	Not Applicable	melanogaster	Abd-B::Dfd
Abd-B	FBgn0000015	"Abd-B[.1065] <newline> Abd-B[05649] <newline> Abd-B[297] <newline> Abd-B[380] <newline> Abd-B[416] <newline> Abd-B[64] <newline> Abd-B[Cst] <newline> Abd-B[D] <newline> Abd-B[D100.16] <newline> Abd-B[D101.3] <newline> Abd-B[D18] <newline> Abd-B[F] <newline> Abd-B[Fab7-1] <newline> Abd-B[Fab7-10] <newline> Abd-B[Fab7-12] <newline> Abd-B[Fab7-14] <newline> Abd-B[Fab7-19] <newline> Abd-B[Fab7-2] <newline> Abd-B[Fab7-2.gypsy\su(Hw)BR-340] <newline> Abd-B[Fab7-2.prom-scs] <newline> Abd-B[Fab7-2.scs-min] <newline> Abd-B[Fab7-2.scs-prom] <newline> Abd-B[Fab7-21] <newline> Abd-B[Fab7-24] <newline> Abd-B[Fab7-28] <newline> Abd-B[Fab7-3] <newline> Abd-B[Fab7-32] <newline> Abd-B[Fab7-33] <newline> Abd-B[Fab7-36G1] <newline> Abd-B[Fab7-6] <newline> Abd-B[Fab7-P14.1] <newline> Abd-B[Fab7-P18.1#9] <newline> Abd-B[Fab7-P18.1] <newline> Abd-B[Fab7-P6.1] <newline> Abd-B[Fab7:iab8-D14] <newline> Abd-B[Fab7:iab8-D16] <newline> Abd-B[Fab7:iab8-Plac159Delta] <newline> Abd-B[HC7JK1] <newline> Abd-B[HC7JK1.Scer\FRT] <newline> Abd-B[HCJ199] <newline> Abd-B[HCJ199.Scer\FRT] <newline> Abd-B[I127O] <newline> Abd-B[LDN] <newline> Abd-B[M1] <newline> Abd-B[M2] <newline> Abd-B[M3] <newline> Abd-B[M4] <newline> Abd-B[M5] <newline> Abd-B[M6] <newline> Abd-B[M7] <newline> Abd-B[M8] <newline> Abd-B[M9] <newline> Abd-B[Mc] <newline> Abd-B[Mcp-1] <newline> Abd-B[Mcp-106] <newline> Abd-B[Mcp-2] <newline> Abd-B[Mcp-B116] <newline> Abd-B[Mcp-B116:Sz:iab8-D16] <newline> Abd-B[Mcp-H27] <newline> Abd-B[PSz-1] <newline> Abd-B[PSz-2] <newline> Abd-B[R] <newline> Abd-B[R3] <newline> Abd-B[R41] <newline> Abd-B[R45] <newline> Abd-B[R9] <newline> Abd-B[RS1-86] <newline> Abd-B[S1] <newline> Abd-B[S10] <newline> Abd-B[S11] <newline> Abd-B[S12] <newline> Abd-B[S2] <newline> Abd-B[S3] <newline> Abd-B[S4] <newline> Abd-B[S5] <newline> Abd-B[S6] <newline> Abd-B[S7] <newline> Abd-B[S8] <newline> Abd-B[S9] <newline> Abd-B[Sab-1] <newline> Abd-B[Sab-2] <newline> Abd-B[StP15] <newline> Abd-B[StP16] <newline> Abd-B[StP20] <newline> Abd-B[StP215] <newline> Abd-B[StP29] <newline> Abd-B[StP35] <newline> Abd-B[StP5] <newline> Abd-B[StP8] <newline> Abd-B[Sz] <newline> Abd-B[T2N] <newline> Abd-B[UC21] <newline> Abd-B[Uab-1] <newline> Abd-B[Uab1revB9] <newline> Abd-B[blt] <newline> Abd-B[iab5,6-1881] <newline> Abd-B[iab5-198] <newline> Abd-B[iab5-224] <newline> Abd-B[iab5-301] <newline> Abd-B[iab5-771] <newline> Abd-B[iab5-843] <newline> Abd-B[iab5-994] <newline> Abd-B[iab6,7-P14.1] <newline> Abd-B[iab6,7-P18.1] <newline> Abd-B[iab6,7-P6.1] <newline> Abd-B[iab6-105] <newline> Abd-B[iab6-11] <newline> Abd-B[iab6-1821] <newline> Abd-B[iab6-200] <newline> Abd-B[iab6-38000.11A] <newline> Abd-B[iab6-75] <newline> Abd-B[iab6-C1] <newline> Abd-B[iab6-C7] <newline> Abd-B[iab6-G] <newline> Abd-B[iab6-HR2] <newline> Abd-B[iab6-HR26] <newline> Abd-B[iab6-R44] <newline> Abd-B[Vno] <newline> Abd-B[iab7-164] <newline> Abd-B[iab7-2] <newline> Abd-B[iab7-3081] <newline> Abd-B[iab7-4098] <newline> Abd-B[iab7-770] <newline> Abd-B[iab7-HR1] <newline> Abd-B[iab7-HR3] <newline> Abd-B[iab7-MX1] <newline> Abd-B[iab7-MX2] <newline> Abd-B[iab7-PRE-135] <newline> Abd-B[iab7-PRE-246] <newline> Abd-B[iab7-PRE-300] <newline> Abd-B[iab7-PRE-316] <newline> Abd-B[iab7-PRE-56] <newline> Abd-B[iab7-PRE-83] <newline> Abd-B[iab7-Plac132Delta] <newline> Abd-B[iab7-Plac132] <newline> Abd-B[iab7-R7] <newline> Abd-B[iab7-R73] <newline> Abd-B[iab7-SGA] <newline> Abd-B[iab7-Spth] <newline> Abd-B[iab8,9-T1J] <newline> Abd-B[iab8-297] <newline> Abd-B[iab8-380] <newline> Abd-B[iab8-D14] <newline> Abd-B[iab8-D15] <newline> Abd-B[iab8-D16] <newline> Abd-B[iab8-D3] <newline> Abd-B[iab8-D6] <newline> Abd-B[iab8-Plac159Delta] <newline> Abd-B[iab8-Plac159] <newline> Abd-B[iab8-rv10] <newline> Abd-B[iab8-rv100] <newline> Abd-B[iab8-rv107] <newline> Abd-B[iab8-rv111] <newline> Abd-B[iab8-rv114] <newline> Abd-B[iab8-rv175] <newline> Abd-B[iab8-rv185] <newline> Abd-B[iab8-rv5] <newline> Abd-B[iab8-rv75] <newline> Abd-B[iab8-rv82] <newline> Abd-B[iab8-rv89] <newline> Abd-B[iab8-rv96] <newline> Abd-B[iab9-1392] <newline> Abd-B[iab9-1645] <newline> Abd-B[iab9-48] <newline> Abd-B[iab9-65] <newline> Abd-B[iab9-Tab] <newline> Abd-B[iab9-tuh-3] <newline> Abd-B[iab9-x23-1] <newline> Abd-B[lac1] <newline> Abd-B[rx23-1] <newline> Abd-B[unspecified] <newline> Abd-B[iab-7.280] <newline> Abd-B[iab-6,7.IH] <newline> Abd-B[iab-5,6.J82] <newline> Abd-B[iab-5,6.J81] <newline> Abd-B[iab7-R73.M] <newline> Abd-B[Delta330.iab-7] <newline> Abd-B[DeltaHS.iab-6] <newline> Abd-B[P1\loxP] <newline> Abd-B[Fab-6,7.1] <newline> Abd-B[J82.blt] <newline> Abd-B[Fab-6,7.2] <newline> Abd-B[Fab-3,5] <newline> Abd-B[199] <newline> Abd-B[iab-5.6.CI] <newline> Abd-B[iab-5.6.rescue] <newline> Abd-B[iab-5.6.iab-5.Delta1] <newline> Abd-B[Fab-6.1] <newline> Abd-B[Fab8-305] <newline> Abd-B[Fab-6.2] <newline> Abd-B[Fab-6.3] <newline> Abd-B[Fab-6.4+IAB5] <newline> Abd-B[iab-6.1] <newline> Abd-B[iab-6.2] <newline> Abd-B[iab-6.3] <newline> Abd-B[iab-6.4] <newline> Abd-B[iab-6.5] <newline> Abd-B[iab-6.6] <newline> Abd-B[iab-6.7] <newline> Abd-B[iab8-HF] <newline> Abd-B[iab-6.8] <newline> Abd-B[iab-6.cocu] <newline> Abd-B[iab-6.Delta6] <newline> Abd-B[iab-6.Delta7] <newline> Abd-B[iab-5.6.2] <newline> Abd-B[iab-5.6.3] <newline> Abd-B[iab-5.6.4] <newline> Abd-B[DeltaPTE-UP]"	Current	melanogaster	Abd-B
Abi	FBgn0020510	Abi[EY20423] <newline> Abi[Delta20] <newline> Abi[P1] <newline> Abi[P2] <newline> Abi[KO] <newline> Abi[unspecified]	Current	melanogaster	Abi
Abl::Abelson\v-Abl	FBgn0013713	-	Not Applicable	melanogaster	Abl::Abelson\v-Abl
Abl::Hsap\ABL1::Hsap\BCR	FBgn0026609	-	Not Applicable	melanogaster	Abl::Hsap\ABL1::Hsap\BCR
Abl::Hsap\ABL1	FBgn0015006	-	Not Applicable	melanogaster	Abl::Hsap\ABL1
Abl	FBgn0000017	Abl[04674] <newline> Abl[1] <newline> Abl[2] <newline> Abl[3] <newline> Abl[4] <newline> Abl[DG03106] <newline> Abl[EP3101] <newline> Abl[EP3566] <newline> Abl[EY13532] <newline> Abl[c05130] <newline> Abl[c05213] <newline> Abl[d04320] <newline> Abl[e03544] <newline> Abl[f01778] <newline> Abl[f03378] <newline> Abl[l1] <newline> Abl[l2] <newline> Abl[l3] <newline> Abl[unspecified] <newline> Abl[CPTI000349] <newline> Abl[CPTI000658] <newline> Abl[CB-6014-3] <newline> Abl[MI00347] <newline> Abl[MI00347-GFSTF.1] <newline> Abl[MI00347-TG4.1]	Current	melanogaster	Abl
Abnormal-abdomen	FBgn0000009	Abnormal-abdomen[1] <newline> Abnormal-abdomen[53g] <newline> Abnormal-abdomen[70]	Unannotated	melanogaster	Abnormal-abdomen
Abp1	FBgn0036372	Abp1[f05024] <newline> Abp1[DG20711] <newline> Abp1[KO] <newline> Abp1[WH-rev] <newline> Abp1[HP30532]	Current	melanogaster	Abp1
Ac13E	FBgn0022710	Ac13E[MB08864] <newline> Ac13E[G950]	Current	melanogaster	Ac13E
Ac3	FBgn0023416	Ac3[EY10141] <newline> Ac3[c02315] <newline> Ac3[e02170] <newline> Ac3[e02242] <newline> Ac3[f01256] <newline> Ac3[f02717] <newline> Ac3[f07681] <newline> Ac3[MI00929] <newline> Ac3[MI10225] <newline> Ac3[MI12483] <newline> Ac3[MI00929-GFSTF.2] <newline> Ac3[0654-G4]	Current	melanogaster	Ac3
Ac76E	FBgn0004852	Ac76E[MB01510] <newline> Ac76E[f04906] <newline> Ac76E[f07125] <newline> Ac76E[MI00926] <newline> Ac76E[MI00178] <newline> Ac76E[MI00178-TG4.1] <newline> Ac76E[MI00178-GFSTF.1]	Current	melanogaster	Ac76E
Ac78C	FBgn0024150	Ac78C[MI01144] <newline> Ac78C[MB00011] <newline> Ac78C[MB05598] <newline> Ac78C[MI04997] <newline> Ac78C[MI05462] <newline> Ac78C[BG01408] <newline> Ac78C[Delta32] <newline> Ac78C[MI01144-GFSTF.0] <newline> Ac78C[1340-G4]	Current	melanogaster	Ac78C
AcCoAS	FBgn0012034	AcCoAS[00217] <newline> AcCoAS[EY03478] <newline> AcCoAS[EY12601] <newline> AcCoAS[d08389] <newline> AcCoAS[e03377] <newline> AcCoAS[f01646] <newline> AcCoAS[f03474] <newline> AcCoAS[f05672] <newline> AcCoAS[MI13323] <newline> AcCoAS[CB-6224-3] <newline> AcCoAS[UM-8000-3] <newline> AcCoAS[MI12066]	Current	melanogaster	AcCoAS
Acam	FBgn0011273	-	Current	melanogaster	Acam
Ace	FBgn0000024	Ace[VGFA] <newline> Ace[IAYG] <newline> Ace[VAYG] <newline> Ace[VAYA] <newline> Ace[VGFG] <newline> Ace[IAFG] <newline> Ace[IGYG] <newline> Ace[IGFA] <newline> Ace[VAFG] <newline> Ace[VGYG] <newline> Ace[1] <newline> Ace[10] <newline> Ace[11] <newline> Ace[12] <newline> Ace[13] <newline> Ace[14] <newline> Ace[15] <newline> Ace[16] <newline> Ace[19] <newline> Ace[3] <newline> Ace[4] <newline> Ace[5] <newline> Ace[6] <newline> Ace[7] <newline> Ace[701] <newline> Ace[8] <newline> Ace[9] <newline> Ace[G11] <newline> Ace[HD1] <newline> Ace[PL00568] <newline> Ace[c00214] <newline> Ace[c00215] <newline> Ace[d08837] <newline> Ace[f05696] <newline> Ace[j19] <newline> Ace[j21] <newline> Ace[j27] <newline> Ace[j29] <newline> Ace[j31] <newline> Ace[j32] <newline> Ace[j33] <newline> Ace[j39] <newline> Ace[j40] <newline> Ace[j41] <newline> Ace[j43] <newline> Ace[j44] <newline> Ace[j45] <newline> Ace[j50] <newline> Ace[j51] <newline> Ace[j53] <newline> Ace[j55] <newline> Ace[lj19] <newline> Ace[lj44] <newline> Ace[lm115] <newline> Ace[lm35] <newline> Ace[lm38] <newline> Ace[mr] <newline> Ace[unspecified] <newline> Ace[2] <newline> Ace[f03053] <newline> Ace[d00005] <newline> Ace[d02266] <newline> Ace[d04553] <newline> Ace[d05009b] <newline> Ace[MI00183] <newline> Ace[MI07345] <newline> Ace[MI07345-GFSTF.1]	Current	melanogaster	Ace
Acer	FBgn0016122	Acer[k07704] <newline> Acer[Delta164] <newline> Acer[Delta168] <newline> Acer[CB-0338-3] <newline> Acer[NP7030]	Current	melanogaster	Acer
Acf	FBgn0027620	Acf[1] <newline> Acf[2] <newline> Acf[3] <newline> Acf[4] <newline> Acf[EP1181] <newline> Acf[EY08629] <newline> Acf[KG06618b] <newline> Acf[c01552] <newline> Acf[c01856] <newline> Acf[c05751] <newline> Acf[e01399] <newline> Acf[5] <newline> Acf[7]	Current	melanogaster	Acf
Achl	FBgn0033936	-	Current	melanogaster	Achl
Ack-like	FBgn0263998	Ack-like[c02472] <newline> Ack-like[MB05119]	Current	melanogaster	Ack-like
Ack	FBgn0028484	Ack[10b] <newline> Ack[29b] <newline> Ack[86] <newline> Ack[EY09374] <newline> Ack[GS3234]	Current	melanogaster	Ack
Acn	FBgn0263198	Acn[6] <newline> Acn[fs1] <newline> Acn[EY22500] <newline> Acn[9] <newline> Acn[12] <newline> Acn[8] <newline> Acn[5] <newline> Acn[11] <newline> Acn[3] <newline> Acn[7] <newline> Acn[10] <newline> Acn[GS5198] <newline> Acn[4] <newline> Acn[2] <newline> Acn[27] <newline> Acn[1] <newline> Acn[EP-338]	Current	melanogaster	Acn
Acon	FBgn0010100	Acon[CC00758] <newline> Acon[07054] <newline> Acon[07876] <newline> Acon[EY11898] <newline> Acon[k00403] <newline> Acon[k00504] <newline> Acon[k00507] <newline> Acon[k02301] <newline> Acon[k04806] <newline> Acon[k07312a] <newline> Acon[k07708] <newline> Acon[k07709] <newline> Acon[k14603a] <newline> Acon[k16302] <newline> Acon[1] <newline> Acon[KO] <newline> Acon[MB09176] <newline> Acon[01705a]	Current	melanogaster	Acon
Acox57D-d	FBgn0034629	Acox57D-d[HP20201]	Current	melanogaster	Acox57D-d
Acp24A4	FBgn0051779	-	Current	melanogaster	Acp24A4
Acp26Aa	FBgn0002855	Acp26Aa[517] <newline> Acp26Aa[1] <newline> Acp26Aa[2] <newline> Acp26Aa[3] <newline> Acp26Aa[4] <newline> Acp26Aa[5] <newline> Acp26Aa[NC1] <newline> Acp26Aa[NC10] <newline> Acp26Aa[NC2] <newline> Acp26Aa[NC3] <newline> Acp26Aa[NC4] <newline> Acp26Aa[NC5] <newline> Acp26Aa[NC6] <newline> Acp26Aa[NC7] <newline> Acp26Aa[NC8] <newline> Acp26Aa[NC9]	Current	melanogaster	Acp26Aa
Acp26Ab	FBgn0002856	Acp26Ab[NC1] <newline> Acp26Ab[NC10] <newline> Acp26Ab[NC2] <newline> Acp26Ab[NC3] <newline> Acp26Ab[NC4] <newline> Acp26Ab[NC5] <newline> Acp26Ab[NC6] <newline> Acp26Ab[NC7] <newline> Acp26Ab[NC8] <newline> Acp26Ab[NC9]	Current	melanogaster	Acp26Ab
Acp29AB	FBgn0015583	Acp29AB[1] <newline> Acp29AB[2] <newline> Acp29AB[La1] <newline> Acp29AB[La13] <newline> Acp29AB[La14] <newline> Acp29AB[La15] <newline> Acp29AB[La16] <newline> Acp29AB[La21] <newline> Acp29AB[La25] <newline> Acp29AB[La3] <newline> Acp29AB[La34] <newline> Acp29AB[La35] <newline> Acp29AB[La4] <newline> Acp29AB[La5] <newline> Acp29AB[La6] <newline> Acp29AB[La9] <newline> Acp29AB[Ma13] <newline> Acp29AB[Ma18] <newline> Acp29AB[Ma20] <newline> Acp29AB[Ma21] <newline> Acp29AB[Ma43] <newline> Acp29AB[Ma45] <newline> Acp29AB[Ma48] <newline> Acp29AB[Ma5] <newline> Acp29AB[Ma50] <newline> Acp29AB[Ma52] <newline> Acp29AB[Ma67] <newline> Acp29AB[Ma7] <newline> Acp29AB[Ma8] <newline> Acp29AB[Mo15b] <newline> Acp29AB[Mo1b] <newline> Acp29AB[Mo2b] <newline> Acp29AB[Mo34a] <newline> Acp29AB[Mo36a] <newline> Acp29AB[Mo37a] <newline> Acp29AB[Mo40b] <newline> Acp29AB[Mo47a] <newline> Acp29AB[Mo52b] <newline> Acp29AB[Mo58b] <newline> Acp29AB[Mo80b] <newline> Acp29AB[Mo8b] <newline> Acp29AB[W1]	Current	melanogaster	Acp29AB
Acp32CD	FBgn0023415	-	Current	melanogaster	Acp32CD
Acp33A	FBgn0267327	-	Current	melanogaster	Acp33A
Acp36DE	FBgn0011559	Acp36DE[1] <newline> Acp36DE[2] <newline> Acp36DE[3] <newline> Acp36DE[4] <newline> Acp36DE[M36F-2] <newline> Acp36DE[M36F-S6] <newline> Acp36DE[N1] <newline> Acp36DE[N2] <newline> Acp36DE[P]	Current	melanogaster	Acp36DE
Acp53C14a	FBgn0034152	Acp53C14a[MB01917]	Current	melanogaster	Acp53C14a
Acp53C14b	FBgn0034153	Acp53C14b[f04406]	Current	melanogaster	Acp53C14b
Acp53C14c	FBgn0053530	-	Current	melanogaster	Acp53C14c
Acp53Ea	FBgn0015584	Acp53Ea[1] <newline> Acp53Ea[2] <newline> Acp53Ea[3] <newline> Acp53Ea[4] <newline> Acp53Ea[5] <newline> Acp53Ea[6]	Current	melanogaster	Acp53Ea
Acp62F	FBgn0020509	Acp62F[A252] <newline> Acp62F[1b] <newline> Acp62F[MI09592] <newline> Acp62F[1a] <newline> Acp62F[1c] <newline> Acp62F[1d]	Current	melanogaster	Acp62F
Acp63F	FBgn0015585	-	Current	melanogaster	Acp63F
Acp65Aa	FBgn0020765	-	Current	melanogaster	Acp65Aa
Acp76A	FBgn0015586	Acp76A[MI02019]	Current	melanogaster	Acp76A
Acp95EF	FBgn0002863	-	Current	melanogaster	Acp95EF
AcpC	FBgn0000030	AcpC[null]	Unannotated	melanogaster	AcpC
AcpGI	FBgn0000031	AcpGI[null]	Unannotated	melanogaster	AcpGI
AcpK	FBgn0000034	AcpK[null]	Unannotated	melanogaster	AcpK
Acph-1	FBgn0000032	Acph-1[1.10] <newline> Acph-1[A] <newline> Acph-1[B] <newline> Acph-1[C] <newline> Acph-1[F] <newline> Acph-1[S] <newline> Acph-1[n1] <newline> Acph-1[n10] <newline> Acph-1[n11] <newline> Acph-1[n12] <newline> Acph-1[n13] <newline> Acph-1[n14] <newline> Acph-1[n15] <newline> Acph-1[n2] <newline> Acph-1[n3] <newline> Acph-1[n4] <newline> Acph-1[n5] <newline> Acph-1[n6] <newline> Acph-1[n7] <newline> Acph-1[n8] <newline> Acph-1[n9] <newline> Acph-1[nGB1] <newline> Acph-1[nGB2] <newline> Acph-1[nNC1] <newline> Acph-1[EY19501]	Current	melanogaster	Acph-1
Acsl	FBgn0263120	Acsl[c02001] <newline> Acsl[3] <newline> Acsl[k16116] <newline> Acsl[NP5914] <newline> Acsl[07447] <newline> Acsl[8] <newline> Acsl[k10313] <newline> Acsl[CB-6209-3] <newline> Acsl[7] <newline> Acsl[DG05805] <newline> Acsl[k05304] <newline> Acsl[k10306] <newline> Acsl[NP0553] <newline> Acsl[CB-5220-3] <newline> Acsl[4] <newline> Acsl[KO] <newline> Acsl[05847] <newline> Acsl[2] <newline> Acsl[EP2365] <newline> Acsl[d04457] <newline> Acsl[k06526] <newline> Acsl[E305-3] <newline> Acsl[6] <newline> Acsl[e02676] <newline> Acsl[d06514] <newline> Acsl[E481-3] <newline> Acsl[1] <newline> Acsl[NP2479] <newline> Acsl[NP1202] <newline> Acsl[5] <newline> Acsl[k05512] <newline> Acsl[e00553] <newline> Acsl[EY07112] <newline> Acsl[SH0465] <newline> Acsl[MI02966] <newline> Acsl[MI02966-GFSTF.2]	Current	melanogaster	Acsl
Act57B	FBgn0000044	Act57B[ex8] <newline> Act57B[E84K] <newline> Act57B[F16-3] <newline> Act57B[F2-4]	Current	melanogaster	Act57B
Act5C	FBgn0000042	Act5C[2458] <newline> Act5C[3267] <newline> Act5C[3447] <newline> Act5C[3627] <newline> Act5C[BG01299] <newline> Act5C[EP1331] <newline> Act5C[EP1440] <newline> Act5C[EP1569] <newline> Act5C[EP1604] <newline> Act5C[EY11969] <newline> Act5C[G0009] <newline> Act5C[G0010] <newline> Act5C[G0025] <newline> Act5C[G0079] <newline> Act5C[G0117] <newline> Act5C[G0177] <newline> Act5C[G0245] <newline> Act5C[G0330] <newline> Act5C[G0420] <newline> Act5C[G0486] <newline> Act5C[G0494] <newline> Act5C[GS1131] <newline> Act5C[KG00898] <newline> Act5C[PBss] <newline> Act5C[PG28] <newline> Act5C[PG40] <newline> Act5C[d00221] <newline> Act5C[d02673] <newline> Act5C[d11618] <newline> Act5C[GS5216] <newline> Act5C[CB-0512-3] <newline> Act5C[NP1084] <newline> Act5C[NP3105] <newline> Act5C[NP3121] <newline> Act5C[NP4022] <newline> Act5C[NP4103] <newline> Act5C[NP5090] <newline> Act5C[CB-0914-3] <newline> Act5C[CB-6320-3] <newline> Act5C[CB-6327-3] <newline> Act5C[CB-6835-3] <newline> Act5C[5-HA-1759] <newline> Act5C[5-HA-2981] <newline> Act5C[5-SZ-3664] <newline> Act5C[5-SZ-3675] <newline> Act5C[5-SZ-3690]	Current	melanogaster	Act5C
Act79B	FBgn0000045	Act79B[f00364] <newline> Act79B[F1-5] <newline> Act79B[F3-3]	Current	melanogaster	Act79B
